Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:42:53.575000;00:42:55.575000;Dat is het grote probleem daarvan.;That is the big problem with that.;resignation;sadness;anger;anger
00:42:56.575000;00:42:57.575000;Wie?;How?;confusion;surprise;neutral;surprise
00:42:58.575000;00:42:59.575000;Dat kunnen we allemaal zeggen.;We can all say that.;dismissiveness;neutral;neutral;neutral
00:42:59.575000;00:43:00.575000;Wie gaat weg?;Who is leaving?;curiosity;neutral;neutral;neutral
00:43:00.575000;00:43:02.575000;Nou, jij gaat niet weg hoor.;Well, you're not leaving, you know.;insistence;anger;anger;anger
00:43:03.575000;00:43:05.575000;Ik twijfel persoonlijk anders dan meestal.;I personally doubt differently than usual.;uncertainty;fear;neutral;fear
00:43:07.575000;00:43:08.575000;Het is mogelijk, maar...;It is possible, but...;hesitation;neutral;surprise;neutral
00:43:10.575000;00:43:12.575000;Ze hebben mij nog een beetje nodig.;They still need me a little bit.;validation;happiness;neutral;happiness
00:43:12.575000;00:43:14.575000;Ik denk dat ze mij nog een beetje nodig hebben.;I think they still need me a little bit.;insecurity;fear;neutral;happiness
00:43:16.575000;00:43:17.575000;Stop met mijn vrienden.;Stop with my friends.;irritation;anger;anger;anger
00:43:17.575000;00:43:20.575000;Er is niemand waar ik eigenlijk niet mee opschiet.;There is no one I actually don't get along with.;acceptance;happiness;disgust;happiness
00:43:20.575000;00:43:21.575000;Of niemand die ik zeg van...;Or nobody that I say like...;uncertainty;neutral;disgust;neutral
00:43:21.575000;00:43:23.575000;Oh god, we redden hem weer.;Oh god, we're saving him again.;exasperation;anger;happiness;anger
00:43:23.575000;00:43:24.575000;Nee, niemand.;No, nobody.;indifference;neutral;neutral;neutral
00:43:24.575000;00:43:26.575000;Dat is heel moeilijk.;That is very difficult.;frustration;sadness;sadness;sadness
00:43:28.575000;00:43:31.575000;Ik ga stemmen op...;I'm going to vote for...;anticipation;happiness;neutral;neutral
00:43:33.575000;00:43:34.575000;Juan.;Juan.;neutrality;neutral;neutral;neutral
00:43:34.575000;00:43:38.575000;Ik denk dat hij een groot stuk egoÃ¯sme in zich heef;I think he has a big streak of selfishness in him.;judgment;disgust;disgust;disgust
00:43:39.575000;00:43:41.575000;Ik ga op Erik stemmen.;I'm going to vote for Erik.;determination;neutral;netrual;neutral
00:43:42.575000;00:43:45.575000;Ik vind dat hij een hele wijze man is.;I think he is a very wise man.;admiration;happiness;happiness;happiness
00:43:45.575000;00:43:51.575000;Maar voor de groep denk ik dat het beter is dat hij het dan is.;But for the group, I think it's better that he is the one then.;resignation;sadness;happiness;sadness
00:44:12.575000;00:44:15.575000;Jullie zitten hier omdat jullie de eliminatieproef hebben verloren.;You are here because you lost the elimination challenge.;disappointment;sadness;anger;sadness
00:44:15.575000;00:44:16.575000;Richard.;Richard.;neutrality;neutral;anger;neutral
00:44:17.575000;00:44:19.575000;Jij bent hier in ieder geval dolgelukkig, hÃ�;You are at least very happy here, right?;teasing;happiness;disgust;happiness
00:44:19.575000;00:44:22.575000;Ik ben altijd gelukkig. Zonder problemen.;I am always happy. No problems.;contentment;happiness;happiness;happiness
00:44:23.575000;00:44:25.575000;Hoe vergelijk je dat met het dagelijks leven?;How do you compare that to daily life?;curiosity;neutral;neutral;neutral
00:44:25.575000;00:44:29.575000;Hier ben ik vrij. Gelukkig. Geen gezaag. Niks.;Here I am free. Happy. No nagging. Nothing.;relief;happiness;happiness;happiness
00:44:29.575000;00:44:30.575000;Ik ben echt gelukkig.;I am really happy.;joy;happiness;happiness;happiness
00:44:31.575000;00:44:33.575000;Een ooresuize ervan zelfs.;Even a surplus of it, actually.;abundance;happiness;happiness;happiness
00:44:34.575000;00:44:37.575000;Want dat eeuwige gezaag van die maatschappij ben ik kotsbeu.;Because I am sick and tired of that constant nagging from society.;frustration;anger;anger;anger
00:44:37.575000;00:44:39.575000;Daarom ben ik heel gelukkig hier.;That's why I am very happy here.;gratitude;happiness;happiness;happiness
00:44:39.575000;00:44:41.575000;Heel gelukkig.;Very happy.;joy;happiness;happiness;happiness
00:44:41.575000;00:44:44.575000;Een expeditielid is al voortijdig vertrokken.;An expedition member has already left prematurely.;regret;sadness;sadness;sadness
00:44:44.575000;00:44:48.575000;Jullie hebben Hilde niet voor de groep kunnen behouden, Pascal.;You weren't able to keep Hilde in the group, Pascal.;disappointment;sadness;disgust;anger
00:44:48.575000;00:44:51.575000;Ja, we probeerden haar er wel door te sleuren.;Yes, we did try to pull her through.;support;happiness;sadness;sadness
00:44:51.575000;00:44:53.575000;En dan ging het op en neer.;And then it went up and down.;instability;neutral;sadness;neutral
00:44:53.575000;00:44:58.575000;En uiteindelijk heeft ze het toch gelaten en gevraagd om te mogen vertrekken.;And in the end, she let it go and asked to be allowed to leave.;resignation;sadness;sadness;sadness
00:44:58.575000;00:45:01.575000;Ze sliep niet, ze at niet.;She didn't sleep, she didn't eat.;despair;sadness;sadness;sadness
00:45:01.575000;00:45:03.575000;Dat is echt een wrak.;That is really a wreck.;contempt;disgust;sadness;disgust
00:45:04.575000;00:45:05.575000;Erik.;Erik.;neutrality;neutral;neutral;neutral
00:45:06.575000;00:45:08.575000;In het dagelijkse leven train jij topmanagers.;In daily life, you train top managers.;professionalism;neutral;surprise;neutral
00:45:08.575000;00:45:12.575000;Je bent gespecialiseerd in groepsdynamica, mag ik het zo wel zeggen?;You are specialized in group dynamics, may I put it that way?;curiosity;neutral;surprise;neutral
00:45:13.575000;00:45:14.575000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:22:12.230000;00:22:13.230000;Ik heb een zandsmaak nu, dat valt wel mee.;I have a sandy taste now, but it's not too bad.;resignation;neutral;neutral;neutral
00:22:14.230000;00:22:16.230000;Maar hier en daar hangt nog een pootje volgens mij wel.;But here and there, I think there's still a little leg hanging.;observation;neutral;fear;neutral
00:22:17.230000;00:22:18.230000;Jennifer.;Jennifer.;neutrality;neutral;neutral;neutral
00:22:19.230000;00:22:22.230000;Je hebt voor je team deze duikset gewonnen.;You have won this diving set for your team.;pride;happiness;happiness;happiness
00:22:22.230000;00:22:23.230000;En natuurlijk...;And of course...;expectation;neutral;anger;neutral
00:22:24.230000;00:22:25.230000;voor onze boot...;for our boat...;anticipation;neutral;neutral;neutral
00:22:26.230000;00:22:27.230000;een visvuik.;a fish pond.;neutrality;neutral;neutral;neutral
00:22:28.230000;00:22:29.230000;Geweldig.;Great.;enthusiasm;happiness;happiness;happiness
00:22:38.230000;00:22:42.230000;Jennifer wil met de gewonnen duikbril op zoek naar het gedropte survival pakket.;Jennifer wants to use the won diving mask to search for the dropped survival package.;eagerness;happiness;fear;neutral
00:22:47.230000;00:22:49.230000;Dat werd enkele dagen geleden door een vrouw...;That was a few days ago by a woman...;recollection;neutral;neutral;neutral
00:22:50.230000;00:22:53.230000;Dat werd enkele dagen geleden door een helikopter in het water gedumpt.;That was dumped into the water by a helicopter a few days ago.;detachment;neutral;sadness;neutral
00:22:54.230000;00:22:56.230000;Naast wat voedsel zat er ook materiaal in.;Besides some food, there was also material in it.;matter-of-factness;neutral;surprise;neutral
00:22:58.230000;00:23:00.230000;Ja, we hebben hem daar voor het laatst gezien.;Yes, we saw him there for the last time.;recollection;neutral;fear;neutral
00:23:01.230000;00:23:02.230000;Daar.;There.;neutrality;neutral;neutral;neutral
00:23:03.230000;00:23:05.230000;En dan ongeveer bij dat uitstekende halsje, zeg maar.;And then about at that protruding little neck, so to speak.;uncertainty;neutral;neutral;neutral
00:23:06.230000;00:23:08.230000;Go find a trophy.;Go find a trophy.;determination;neutral;happiness;neutral
00:23:19.230000;00:23:22.230000;De vrouwen van Kamp Zuid trekken naar de andere kant van hun eiland.;The women of Camp South move to the other side of their island.;curiosity;neutral;surprise;neutral
00:23:50.230000;00:23:53.230000;Ondanks de honger genieten ze even van het idyllische moment.;Despite the hunger, they briefly enjoy the idyllic moment.;contentment;happiness;sadness;happiness
00:24:05.230000;00:24:07.230000;Nu merk je toch wel dat je minder energie hebt.;Now you do notice that you have less energy.;fatigue;sadness;surprise;sadness
00:24:08.230000;00:24:09.230000;Juist, Christine ook.;Right, Christine too.;acknowledgment;neutral;happiness;neutral
00:24:10.230000;00:24:11.230000;Als we van het strand afkwamen...;When we came off the beach...;nostalgia;happiness;neutral;neutral
00:24:12.230000;00:24:13.230000;om ons aan te kleden, om naar hier te komen.;to get dressed, to come here.;resignation;neutral;happiness;neutral
00:24:14.230000;00:24:15.230000;Ik ging erachter staan en zo...;I stood behind it and so on...;uncertainty;neutral;neutral;neutral
00:24:16.230000;00:24:17.230000;Ja.;Yes.;agreement;neutral;neutral;neutral
00:24:17.230000;00:24:23.230000;Alles kost tien keer meer moeite dan normaal.;Everything takes ten times more effort than usual.;exhaustion;sadness;anger;anger
00:24:25.230000;00:24:27.230000;De mannen van Zuid zijn in het kamp gebleven.;The men from South have stayed in the camp.;calm;neutral;neutral;neutral
00:24:28.230000;00:24:29.230000;Ze voelen hun krachten wegvloeien.;They feel their strength draining away.;helplessness;sadness;fear;sadness
00:24:30.230000;00:24:31.230000;We worden vermoeider.;We are getting more tired.;fatigue;sadness;fear;sadness
00:24:32.230000;00:24:34.230000;Je kunt het zien, iedereen heeft vaker rust nodig.;You can see it, everyone needs rest more often.;empathy;neutral;sadness;sadness
00:24:36.230000;00:24:39.230000;We kunnen niet meer zo hard werken zoals in het begin.;We can't work as hard as we did in the beginning anymore.;resignation;sadness;anger;anger
00:24:41.230000;00:24:43.230000;We hebben natuurlijk grote mannen erbij.;Of course, we have big men with us.;confidence;happiness;happiness;happiness
00:24:43.230000;00:24:46.230000;We verdelen het eten in zeven porties.;We divide the food into seven portions.;organization;neutral;fear;neutral
00:24:47.230000;00:24:48.230000;Iedereen krijgt precies evenveel.;Everyone gets exactly the same amount.;fairness;neutral;neutral;neutral
00:24:49.230000;00:24:53.230000;De mannen zijn gewend om nog meer te eten dan wij.;The men are used to eating even more than we are.;acceptance;neutral;anger;neutral
00:24:54.230000;00:24:57.230000;Daardoor krijgen ze lichamelijk nog wat zwaarder.;As a result, they become physically a bit heavier.;concern;sadness;fear;sadness
00:24:58.230000;00:24:59.230000;Het is wel overleven, ja.;It is about surviving, yes.;resignation;sadness;fear;fear
00:25:06.230000;00:25:09.230000;Op Simbang blijft Jennifer zoeken naar het materiaal uit de survival kit.;At Simbang, Jennifer keeps searching for the material from the survival kit.;perseverance;neutral;fear;fear
00:25:10.230000;00:25:11.230000;We hebben een lege kist gevonden.;We have found an empty chest.;curiosity;surprise;sadness;surprised
00:25:12.230000;00:25:15.230000;Ik denk niet dat we daaraan toekomen om te vinden wat erin zat.;I don't think we'll get around to finding out what was in it.;resignation;sadness;surprise;sadness
00:25:16.230000;00:25:17.230000;Het is het niet waard.;It's not worth it.;resignation;sadness;anger;sadness
00:25:18.230000;00:25:19.230000;Het is echt gevaarlijk.;It is really dangerous.;apprehension;fear;fear;fear
00:25:20.230000;00:25:22.230000;Helemaal niks, een lege kist.;Nothing at all, an empty coffin.;emptiness;sadness;surprise;sadness
00:25:23.230000;00:25:25.230000;Je wordt tegen die rotsen aangeslagen.;You get slammed against those rocks.;alarm;fear;disgust;fear
00:25:26.230000;00:25:27.230000;Die proberen we niet te doen.;We try not to do those.;caution;fear;neutral;neutral
00:25:28.230000;00:25:29.230000;Het is echt gevaarlijk.;It is really dangerous.;anxiety;fear;fear;fear
00:25:30.230000;00:25:31.230000;Het is echt gevaarlijk.;It is really dangerous.;anxiety;fear;fear;fear
00:25:32.230000;00:25:33.230000;Het is echt gevaarlijk.;It is really dangerous.;anxiety;fear;fear;fear
00:25:34.230000;00:25:35.230000;Het is echt gevaarlijk.;It is really dangerous.;anxiety;fear;fear;fear
00:25:35.230000;00:25:36.230000;Het is echt gevaarlijk.;It is really dangerous.;anxiety;fear;fear;fear
00:25:39.345000;00:25:41.345000;Die is veel te sterk.;That one is way too strong.;apprehension;fear;surprise;fear
00:25:42.345000;00:25:46.345000;Het is alleen maar keien en koraal.;It's nothing but rocks and coral.;unease;fear;anger;anger
00:10:24.158000;00:10:27.158000;Jij als persoon, niks aan veranderen.;You as a person, don't change a thing.;acceptance;happiness;neutral;neutral
00:10:27.158000;00:10:31.158000;Alleen mijn gevoel naar jou is, denk ik, niet meer dan vrienden.;Only my feeling towards you is, I think, nothing more than friends.;regret;sadness;sadness;sadness
00:10:31.158000;00:10:33.158000;En als er ook maar iets had gezeten...;And if there had been even something...;apprehension;fear;neutral;neutral
00:10:33.158000;00:10:35.158000;Hier zou ik wel op verder kunnen borduren.;I could build on this.;interest;happiness;neutral;happiness
00:10:35.158000;00:10:38.158000;Had ik zeker gekozen voor verlenging.;I definitely would have chosen to extend.;regret;sadness;neutral;sadness
00:10:38.158000;00:10:41.158000;Maar iets aan mij zegt...;But something about me says...;uncertainty;fear;neutral;fear
00:10:41.158000;00:10:45.158000;Nee, er zit niks wat een relatie zou kunnen worden.;No, there is nothing that could become a relationship.;disappointment;sadness;neutral;sadness
00:10:45.158000;00:10:46.158000;Ja.;Yes.;acceptance;neutral;neutral;neutral
00:10:46.158000;00:10:49.158000;Maar ik heb echt zwaar genoten van deze 24 uur.;But I really enjoyed these 24 hours a lot.;gratitude;happiness;happiness;happiness
00:10:49.158000;00:10:51.158000;Ja, ik vond het ook echt supergezellig.;Yes, I also found it really fun.;contentment;happiness;happiness;happiness
00:10:51.158000;00:10:53.158000;Ik vond het superleuk. Ja.;I thought it was super fun. Yes.;enjoyment;happiness;happiness;happiness
00:10:53.158000;00:10:55.158000;Dan gaan we spullen pakken, denk ik.;Then we're going to pack our things, I think.;readiness;neutral;neutral;neutral
00:10:55.158000;00:10:56.158000;Ja.;Yes.;acceptance;neutral;neutral;neutral
00:10:56.158000;00:10:58.158000;En jij mag nog even blijven.;And you can stay a little longer.;consideration;neutral;neutral;neutral
00:10:58.158000;00:11:01.158000;Ja, zeker. Ik laat ze nog even liggen.;Yes, definitely. I'll leave them for a while.;agreement;neutral;neutral;neutral
00:11:01.158000;00:11:03.158000;Deze twee dames gaan nu naar huis.;These two ladies are going home now.;finality;neutral;neutral;neutral
00:11:03.158000;00:11:05.158000;Maar Rob plakt er nog een dagje aan vast.;But Rob is adding another day to it.;anticipation;happiness;neutral;happiness
00:11:05.158000;00:11:07.158000;Want er staat nog een dame voor hem klaar.;Because there is another lady waiting for him.;expectation;happiness;neutral;neutral
00:11:07.158000;00:11:10.158000;En hopelijk wil die over 24 uur wel verlengen.;And hopefully she will want to extend after 24 hours.;hope;happiness;neutral;neutral
